4,19,0,a1edf431db337a38948276a3331cd3b3
4,15,1,a1edf431db337a38948276a3331cd3b3
6,21,1,a1edf431db337a38948276a3331cd3b3
0,14,1,a1edf431db337a38948276a3331cd3b3
4,8,0,a1edf431db337a38948276a3331cd3b3
0,20,0,a1edf431db337a38948276a3331cd3b3
6,16,0,a1edf431db337a38948276a3331cd3b3
10,17,1,a1edf431db337a38948276a3331cd3b3
4,5,0,a1edf431db337a38948276a3331cd3b3
8,9,0,a1edf431db337a38948276a3331cd3b3
7,11,1,ac9c7e84cbc01fe283addf5d2c45e41a
15,21,0,ac9c7e84cbc01fe283addf5d2c45e41a
6,17,1,ac9c7e84cbc01fe283addf5d2c45e41a
15,17,0,ac9c7e84cbc01fe283addf5d2c45e41a
7,10,0,ac9c7e84cbc01fe283addf5d2c45e41a
14,22,1,ac9c7e84cbc01fe283addf5d2c45e41a
13,20,1,ac9c7e84cbc01fe283addf5d2c45e41a
14,17,0,ac9c7e84cbc01fe283addf5d2c45e41a
3,15,0,efadf83714404383e58d349f5e7d84d4
2,3,1,071061a51c1fd430fad8dff03a39f1e0
14,20,0,071061a51c1fd430fad8dff03a39f1e0
15,22,1,071061a51c1fd430fad8dff03a39f1e0
14,20,0,071061a51c1fd430fad8dff03a39f1e0
16,17,1,071061a51c1fd430fad8dff03a39f1e0
5,17,0,071061a51c1fd430fad8dff03a39f1e0
3,9,0,071061a51c1fd430fad8dff03a39f1e0
10,17,0,071061a51c1fd430fad8dff03a39f1e0
1,3,1,071061a51c1fd430fad8dff03a39f1e0
18,22,0,071061a51c1fd430fad8dff03a39f1e0
9,21,0,071061a51c1fd430fad8dff03a39f1e0
3,8,0,071061a51c1fd430fad8dff03a39f1e0
11,22,0,071061a51c1fd430fad8dff03a39f1e0
9,21,0,071061a51c1fd430fad8dff03a39f1e0
6,13,0,071061a51c1fd430fad8dff03a39f1e0
4,6,0,071061a51c1fd430fad8dff03a39f1e0
7,14,1,071061a51c1fd430fad8dff03a39f1e0
17,18,1,071061a51c1fd430fad8dff03a39f1e0
8,13,0,071061a51c1fd430fad8dff03a39f1e0
2,15,1,071061a51c1fd430fad8dff03a39f1e0
18,22,0,071061a51c1fd430fad8dff03a39f1e0
1,18,1,071061a51c1fd430fad8dff03a39f1e0
3,21,0,071061a51c1fd430fad8dff03a39f1e0
1,12,1,071061a51c1fd430fad8dff03a39f1e0
0,20,0,071061a51c1fd430fad8dff03a39f1e0
4,19,1,071061a51c1fd430fad8dff03a39f1e0
1,2,1,071061a51c1fd430fad8dff03a39f1e0
17,20,1,071061a51c1fd430fad8dff03a39f1e0
12,22,0,071061a51c1fd430fad8dff03a39f1e0
10,22,0,071061a51c1fd430fad8dff03a39f1e0
9,22,0,071061a51c1fd430fad8dff03a39f1e0
10,13,0,071061a51c1fd430fad8dff03a39f1e0
11,13,0,071061a51c1fd430fad8dff03a39f1e0
15,18,0,071061a51c1fd430fad8dff03a39f1e0
5,18,0,071061a51c1fd430fad8dff03a39f1e0
7,15,0,071061a51c1fd430fad8dff03a39f1e0
6,14,1,071061a51c1fd430fad8dff03a39f1e0
2,17,1,071061a51c1fd430fad8dff03a39f1e0
2,14,1,071061a51c1fd430fad8dff03a39f1e0
4,17,0,071061a51c1fd430fad8dff03a39f1e0
1,10,1,071061a51c1fd430fad8dff03a39f1e0
7,20,1,071061a51c1fd430fad8dff03a39f1e0
16,17,1,071061a51c1fd430fad8dff03a39f1e0
19,20,0,071061a51c1fd430fad8dff03a39f1e0
17,22,0,071061a51c1fd430fad8dff03a39f1e0
4,5,0,071061a51c1fd430fad8dff03a39f1e0
13,15,1,071061a51c1fd430fad8dff03a39f1e0
14,22,0,071061a51c1fd430fad8dff03a39f1e0
14,19,1,071061a51c1fd430fad8dff03a39f1e0
11,15,1,071061a51c1fd430fad8dff03a39f1e0
6,8,1,071061a51c1fd430fad8dff03a39f1e0
9,18,1,071061a51c1fd430fad8dff03a39f1e0
3,7,0,071061a51c1fd430fad8dff03a39f1e0
9,16,0,071061a51c1fd430fad8dff03a39f1e0
5,18,1,071061a51c1fd430fad8dff03a39f1e0
9,15,1,071061a51c1fd430fad8dff03a39f1e0
14,16,0,071061a51c1fd430fad8dff03a39f1e0
4,21,0,071061a51c1fd430fad8dff03a39f1e0
8,16,1,071061a51c1fd430fad8dff03a39f1e0
17,21,1,b3857335129aa7663341fb9e27cd8ebb
1,8,1,336c013716c55c0f340944b2aff0cee7
15,18,1,336c013716c55c0f340944b2aff0cee7
2,20,1,81ddff637e7a1c6249116b75fa9dc618
13,17,0,81ddff637e7a1c6249116b75fa9dc618
12,14,1,81ddff637e7a1c6249116b75fa9dc618
2,10,1,3ada2bf938d7959738e1726fdb59feb4
1,13,0,6b45105c0c9e7f7bc24df6deb69e9781
6,18,1,6b45105c0c9e7f7bc24df6deb69e9781
0,17,0,6b45105c0c9e7f7bc24df6deb69e9781
12,13,0,6b45105c0c9e7f7bc24df6deb69e9781
4,11,0,6b45105c0c9e7f7bc24df6deb69e9781
8,15,1,6b45105c0c9e7f7bc24df6deb69e9781
2,17,0,6b45105c0c9e7f7bc24df6deb69e9781
14,19,0,6b45105c0c9e7f7bc24df6deb69e9781
11,20,1,6b45105c0c9e7f7bc24df6deb69e9781
